"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Belarus","BLR","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3112.70050802266","3073.83969105459","2772.76708268964","2557.52886021825","2255.42257956112","2023.9567767405","2090.77163499814","2330.29761530855","2537.10019906001","2641.74914650616","2807.60075619939","2954.09957759805","3129.63796924452","3385.26196964552","3797.54835545714","4186.81760359063","4607.30307988698","4991.92793622686","5489.71033041657","5455.61239342162","5913.88560873681","6227.65747524651","6310.33518321368","6265.0410754949","6407.93932962606","6067.21251157735","5881.34903395649","",
"Belize","BLZ","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","2211.9421319616","2110.4623297634","2005.0672231687","1915.20050625144","1912.11586276319","2023.46339639359","2152.76820622574","2295.64209712743","2529.59930125623","2740.88233121761","2973.18238028126","3251.50624471606","3398.16909717559","3290.73173569234","3252.44834646321","3177.43147698671","3192.72518556633","3148.46849739631","3272.81750778","3545.93543237404","3564.30072617429","3659.50920564248","3841.78017342933","3853.12297965892","3891.51842089431","3966.17908028377","3807.28804350517","3849.11055287053","3948.94888834637","3854.35872241984","4016.01160403075","4041.03364794145","4010.14094381789","4024.9891471573","4163.742242966","","",
"Bermuda","BMU","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110003.977028438","","","","","","","",
"Bolivia","BOL","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","1453.74375055021","1506.96866628302","1587.02424772478","1641.95002467813","1659.31626904884","1738.39700664189","1781.58747699048","1813.51724791537","1802.55729080541","1750.08682746851","1653.02436037963","1732.8495274647","1422.77822325452","1385.55592002927","1304.48953117965","1237.76779604748","1185.49072015043","1213.9799595459","1229.97510772127","1257.25082794643","1294.93550310588","1344.28209632345","1356.21738121052","1384.57861097225","1426.84611679342","1461.85537119581","1511.23550651197","1551.10599477765","1606.51408957658","1575.49004513931","1579.99004597356","1578.30421878504","1587.77992491192","1582.31449516049","1606.80668177751","1656.40140426798","1712.40426986139","1756.3505540998","1842.64745238553","1862.85202291855","1894.03769690629","1948.6181523607","1987.19163425727","2086.2991811363","2199.50091854249","2320.9062063084","2422.47570531614","",
"Brazil","BRA","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","3429.70183133802","3673.06306136249","3752.53385401736","3675.86872229673","3695.51806462691","3702.11744374234","3574.35106022488","3697.83776654689","4054.74748601601","4361.97645131697","4643.92261770086","5060.4583812863","5548.74805373293","6151.50687529663","6575.46336595681","6712.80419721484","7183.78702587878","7326.30213092816","7333.02123024372","7621.70167574558","8074.15107251737","7473.06927586082","7267.62666382815","6803.80482592542","7007.06155581472","7436.16471130335","7944.81940073041","8128.84111338465","7944.13378798521","8864.00052801344","7783.41425743384","7798.27290842054","7658.41303934391","7840.38129934926","8014.18792914768","8250.77251788638","8372.42200353692","8475.22767447665","8264.10187710552","8117.11355183637","8407.58134096806","8395.84275626572","8558.32790574598","8542.09902789935","8962.64405524316","9134.18889147603","9370.5228197525","9823.91929017735","10148.7928602105","10044.8889951387","10894.6373783969","11256.4356221199","11426.5628516051","11777.7223474534","11637.3524456532","11087.1457248302","10609.2840164558","",
"Barbados","BRB","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15602.7671165258","","","","","","","",
"Brunei Darussalam","BRN","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37071.735304991","37162.5405979061","37838.3205639022","36904.4750646566","37043.1816690002","37703.791734616","37833.3647703949","36400.0373869634","35382.1426546445","35672.339906887","35923.4018274107","36162.9779292315","36832.2662281767","37202.3579409858","36752.047316298","36325.1207263069","37401.0531640605","37135.4248122912","35999.9816059847","34956.895301157","35009.5816486706","34922.4964101921","34846.2512249709","34160.1835374037","33278.4323873059","34197.8917408275","33401.1862527821","",
"Bhutan","BTN","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199.91381601455","1263.5091941205","1340.42310031255","1393.30911406308","1435.81249397596","1513.06444559357","1595.77195336725","1824.14126026283","1846.99826993377","1907.00917368571","2058.0087836048","2165.87551982683","2201.86934922673","2236.73218004906","2329.70800864478","2398.75443937796","2571.06493686009","",
"Botswana","BWA","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","1287.81649849786","1371.75683863314","1477.83825378271","1624.69878795201","1752.94614828113","1812.3949930968","2048.69837565268","2202.55869611287","2291.1299938927","2285.3946572663","2357.91380889187","2488.9198106593","2573.27356357465","3147.78824787465","3381.80200992518","3748.74641028904","4095.667208185","4142.31437305116","4279.97073844748","3850.5427048535","4208.27639500499","4165.62508402982","4507.14169221456","4697.81765769757","4699.16682625628","4651.23703748738","4767.83571889071","4455.36104859825","4770.22755518533","4772.15803100434","5050.28815882676","5432.28422700236","5840.20214551241","6143.78914612266","5817.12421396466","6073.40542364712","6559.46917198694","6796.24579340029","7218.12864983312","7404.73756468561","7182.99664463948","7344.59764898796","",
"Central African Republic","CAF","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","431.483890254314","436.468205067905","448.609333008961","460.369974742041","478.151994642165","301.63064763622","303.849899160746","316.388521741917","326.140271092287","",
"Canada","CAN","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","24273.5992980977","24901.5463399892","25877.8390413678","27194.7167315294","27667.271874411","27638.6193507185","28608.8037977937","29163.2339609831","29907.5144043858","30657.4510226994","30915.8189603768","31407.1946644164","29992.6609667404","30631.3384351053","32086.2541133012","33313.5145633872","33600.5371646915","34612.3775467419","35624.6581154212","35732.7977642132","35206.4569132564","34097.2569231377","33892.5176566725","34484.9391998625","35627.7912320804","36317.7215226187","36546.4456370745","37804.4968209152","38850.6086712637","40512.8921835252","42528.4985097243","42765.8365294302","43795.1731820973","44157.653724882","45191.0869552621","46222.3768936452","47273.9791434191","47835.2794865214","47785.1114983975","45752.2032075545","46507.4791539104","47530.527131858","47852.9933152787","48601.7450178645","49258.4437861743","49378.6294243251","49582.4103584007","",
"Central Europe and the Baltics","CEB","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9820.85110268624","10411.7462182452","11055.3356961801","11691.0007154566","12279.1473469905","11903.9697402373","12112.6232813991","12505.4275330228","12675.7229106343","12906.187412895","13279.0261113555","13765.2733610072","","",
"Switzerland","CHE","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","55895.0832731448","56748.585439967","55606.1846646751","55917.0702307052","57780.4811197182","59594.2293930824","59975.3977425582","60435.4872560259","62387.9582149294","64251.0622865151","65501.4769124177","64156.7521281834","63261.0145596403","62889.5868381073","62710.2204346047","63107.0848398554","63326.6983979053","65727.1690522999","67761.6177236147","69090.5758538788","71987.3342347006","70670.0477773332","69471.2803323908","71657.5626307359","72868.6203951565","76158.4903393777","78003.7659277689","75380.5740628748","70721.2512590943","74375.8506034719","78771.5754649719","75434.7142070707","76329.797441817","76909.746713878","76786.9797680051","77866.6609225113","","",
"Channel Islands","CHI","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11946.7698534118","","","","","","","",
"China","CHN","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4541.02256602043","","","","","","","",
"Cote d'Ivoire","CIV","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169.20270458425","1178.15072618475","1175.03133817325","1095.31202463322","1191.31144930761","1248.25604348866","1348.37866942327","1421.51705419705","1502.269623441","",
"Cameroon","CMR","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","730.430038142268","769.768577168373","807.528490088132","822.515189751369","851.521885146658","866.055804974427","833.753816413221","903.222804448632","1002.78079739489","919.232598303039","887.964032123588","1241.7455242335","1317.25341983874","1117.46521278057","1369.70667945477","1470.54946662454","1533.87136932825","1637.37118998802","1721.82542526053","1811.31759696021","1718.64536226416","1549.77605925843","1455.27014181481","1296.84859651044","1186.53963364864","1128.9640244948","1015.82186091307","1003.67180534736","1009.71506935157","1026.32830991422","1051.63314728781","1085.27205691933","1106.36140992443","1094.85107793876","1104.42788276629","1132.18321483193","1181.30395561433","1243.66303571173","1229.80520803486","1256.29658387608","1270.20687188216","1287.63019390996","1295.21873141565","1295.90297034288","1312.78065490141","1328.93885689979","1358.10351213466","1416.14771440559","1448.79604354226","1465.60396746248","",
"Congo, Dem. Rep.","COD","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395.868800364428","343.86488103777","327.572040457028","343.538280401468","314.689766237901","305.042421035956","274.791046429722","270.003274385594","249.264294468534","253.60513215496","261.614233326301","269.273100069715","273.249742520526","281.554064772824","287.724283978599","286.881736301866","294.125946746429","303.960212113494","311.640394682095","322.191923149923","327.942446605581","349.610667388589","365.504888034841","379.664626768421","",
"Congo, Rep.","COG","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","1883.00300982715","1984.55998652359","2031.73951957008","1899.09223898269","1918.12279895012","1934.44526984606","1909.39713251259","1908.91708113443","1990.91872115087","2072.79410205207","2131.0673688198","2233.36850776654","2367.21600777157","2431.09397580946","2565.43654018714","2668.21328324568","2591.55812026397","2293.37188057164","2348.00343273069","2464.33564401747","2762.18161840291","3272.97766744383","3866.07343063748","3888.34660002921","4132.10447929421","3979.9922147623","3872.58250153463","3777.38123216816","3319.99197517265","3236.00600752865","3008.05713001153","3051.47340440756","3176.66274240632","2859.87508375095","2774.89886041827","2006.41208716544","1909.50745794049","2261.97811436419","2554.70336359495","2179.99630992915","1921.67262633745","2048.55215141863","2068.21452671713","2329.16441578807","1781.0366941358","1722.84042908458","1855.47427484927","1590.93503427438","1836.42332624199","2066.55074180415","2057.17761787143","2018.50792068213","2406.35524484054","2590.49234904547","3011.91079579033","3866.84693186942","3491.57342297268","",
"Colombia","COL","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","2205.75715255667","2251.6620216919","2302.71440020412","2295.3414643956","2378.55421315673","2356.0693826469","2416.09027084952","2418.60005971694","2535.56521989789","2607.2741196601","2682.69366615138","2786.74554161293","2928.01528928896","3072.64311988944","3194.72250597709","3164.2087516915","3247.39024753746","3330.19125955352","3535.24992649486","3658.24885763865","3736.76322468578","3714.55704752669","3598.10686046722","3554.11086226852","3575.09412302616","3573.06158440874","3735.3474083677","3831.66056726906","3936.65892176127","3945.56947302085","4101.08515941143","4147.62100689421","4294.30003999499","4358.23059151629","4606.31005369485","4769.19371639233","4770.22487488958","4852.06468695736","4829.18965695315","4558.92940302892","4672.12390541262","4669.72197738751","4708.85409878372","4790.87561865841","4973.944912497","5131.49415393719","5409.58849594256","5695.9205713325","5813.00309664646","5866.58832760023","6006.10124071394","6276.19904483397","6503.99027436786","6780.41667673104","7048.51969892092","7311.04232737229","7399.48068708146","",
"Comoros","COM","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","807.697611707477","801.699502050473","798.39162510011","793.432903084084","797.900211149742","800.380452643777","792.675870992658","772.172453043541","769.214430469179","767.941080042423","769.268816616036","772.252501966228","782.715062484111","781.430745100249","","","",
"Cabo Verde","CPV","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3136.93140698185","3291.29187945727","3216.68321495205","3167.19306742632","3273.96428707526","3259.21192591934","3272.45268092451","","","","",
"Costa Rica","CRI","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7933.50736954433","","","","","","","",
"Caribbean small states","CSS","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8635.51538878316","8771.61753837772","8288.91943780254","8391.73409505461","8055.45337997463","8090.32480536468","8320.67592639605","8227.07566791919","8418.05409121361","","",
"Cuba","CUB","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","2203.88411598532","2351.28206968669","2422.33155507715","2464.36714274751","2451.46803782303","2648.75340909115","2761.50887864169","2973.76483777658","3145.01444095155","3158.24490268595","2986.82158567705","3556.943049722","3857.68973992563","4051.34990071825","4353.26054264322","4385.67225132589","4355.96594098596","4208.46217115578","4330.58287101342","4322.07558421774","4130.8994211102","3674.48153454373","3241.58378144817","2741.11218506401","2744.24148660222","2779.20885704699","2989.33736913628","3060.0835468991","3057.03308924165","3230.72908125601","3403.45645310086","3515.8148562481","3547.56509376469","3681.53613482719","3880.64164194018","4319.39889000655","4849.49074147888","5174.66498751081","5386.38927342086","5411.97655374283","5549.77649002021","5735.58436662704","5903.20954379148","6059.43038897781","","","","",
"Curacao","CUW","GNI per capita (constant 2010 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
